title,"name_in_the_communication_poem(字, 別號, 姓+字, or 姓+名)",notes(other name patterns),zi 字,hao 別號,surname_zi 姓+字,all_surnames
留姜山怡雲見訪二絕并呈李磐庵文授,,,文授,,,雲;姜;李;山
當塗叔祖生朝以顧亮畫雙松鹿雀為夀,,,,,,雙;祖;顧;鹿;松
癸丑元日文定時留豐城今歸青湘唁家,,,,,,豐;家;元;時
發四明奔昌國用韓叔夏韻呈覺民參政,,,國用;覺民;叔夏,,韓叔夏,昌;夏;韓
盧誼伯宜之見過要斯遠同賦以贈二首,,,宜之;斯遠,,,盧;宜
眉山史頤老秀才遣人寄詩用其韻答之,,,,,,山
真游覓唐德輿題詩不見有懷其人八首,,,德輿,,唐德輿,唐;懷;游
祁居之見過僕出未歸明日作二詩爲謝,,,居之,,祁居之,謝;祁
秋宿虎丘寺數夕執以詩見貺因次元韻,,,,,,宿;丘;元;秋
秋日卧疾恭上人來過不及見因以詩答,,,,,,秋
竹間見梅花呈都運大夫提刑學士一笑,,,,,,梅
答江鄰幾到潁州見寄并封示晏公送行,,,鄰幾,,江鄰幾,晏;公;封
聞仲至雪峰有行記有詩擬歐陽體寄之,,,仲至,,,仲;聞;歐陽
聞建寇逼境攜家將由樂沙縣以如劍浦,,,,,,浦;家;聞;沙;寇;樂
胡和卿用所贈王復翁韻見寄疊韻奉謝,,,復翁;和卿,,,和;王;胡;謝;翁
胡教授來因酌海棠下見和前韵復答賦,,,,,,胡;和
胡義修推官再招彥桓與予同遊龍泉寺,,,,,,胡;桓;龍
臨川陪太守許公井山祈雨書黄華姑祠,,,,,,井;許;山;公;黃
自京口至建康一路不見梅花慨然有作,,,,,,路;康;梅
自太和衝雪歸據鞍偶作書贈令權元凱,,,太和,,,權;元;和
至楚約諸人飯而聖功不來翌旦乃見過,,,聖功,,,
至蕪湖聞賊陷錢塘復爲官軍所得有感,,,,,,聞;錢
與危見心同和完顔御史沂聯步踏月韻,,,見心,,危見心,危;和;步
興宗志宏見和巖桂長篇再賦前韻奉呈,,,志宏;興宗,,,桂;宗;和
莆田陳尉新作二軒於其廨舍寄題二首,,,,,,田;陳;於
華嚴真師以詩見貺聊成二章紀其趣尚,,,,,,章;紀;成;嚴
蔡澄源録三家詩見借各題一詩以還之,,,澄源,,,家;蔡
蘇文饒往昌國意頗憚之送以詩因勉之,,,勉之;文饒;昌國,,,饒;昌;蘇
行宿、泗間，見徐州張天驥，次舊韻,,,,,,宿;徐;張
衢州試院次韻盛當時官長寵示二絕句,,,當時,,,盛;時
衰病不復能劇飲而多不見察戲作此詩,,,,,,能
西太一見王荊公舊詩，偶次其韻二首,,,,,,王;荊;公
訪青神尉廨借景亭蓋山谷先生舊遊也,,,,山谷,,蓋;山;景;谷
許子遇示二絕句見索亂道因次韻奉酬,,,,,,許;索
詩答李時發見賀書省除命渠雲嘗言矣,,,時發,,,賀;雲;時;李
諸公見和次韻呈鄭舜舉國錄瑞伯仙尉,,,舜舉,,鄭舜舉,鄭;公;和
諸公見過野飯晚步輔之有詩因次其韵,,,輔之,,,步;公
謙仲好古攜酒見過伯氏以詩謝之次韻,,,好古;謙仲,謙仲,,謝;仲;古
謝景思提舉見過用藥寮韻賦三詩寄謝,,,景思,,謝景思,謝;景
豫章通守李侯苦癰痬卧舟中約予相見,,,,,,侯;章;李;相
贈吏部尚書建安郡正肅吳公挽辭三首,,,,,,公;吳;安
贈无咎以既見君子云胡不喜爲韵八首,,,无咎;子云,,,胡;咎
贈溫幕張子常有詩見懷用韵因成五篇,,,子常,,,溫;懷;成;張;常
趙賓暘唐師善見和湧金城望次韻五首,,,師善;賓暘,,趙賓暘,金;趙;和;唐
近傳已有代者補之作詩見寄因次其韻,,,補之,補之,,
送元帥書記高郎中出爲婺源建威軍使,,,,,,元;高
送外門朱秀才見訪都下却歸安陸舊隠,,,,,,安;朱;陸
送廬陵李宰養直之官兼呈劉寺簿四首,,,直之,,,宰;養;劉;李
送浹上座如餘杭刻慈覺老人語錄五首,,,覺老,慈覺,,杭
送程公闢給事出守會稽兼集賢殿修撰,,,公闢,,程公闢,公;程
送韓存思誠出守永嘉并寄同年周恭叔,,,思誠;恭叔,,周恭叔,周;韓
途中見接伴曰三得家書因作是詩寄候,,,,,,家
過九江望見廬山立雪一峰和全父弟韻,,,全父;山立,立雪,,山;和;全
過嶽麓見子雲題字偶逢來使因寄二詩,,,子雲,,,雲
過鄱陽湖適遇便風湖面如鏡喜而有作,,,,,,
還自南邑潮過不及渡因宿江上書所見,,,,,,宿;南
都場正月盡未見梅思雪中石門之遊作,,,,石門,,石;梅
鄭相家遇盗僑年以貧訴于朝得倅泉州,,,,,,鄭;家;于;相
鄭維心用張仲宗韻見贈復次其韻奉酬,,,仲宗,,張仲宗,鄭;宗;仲;張
酬君貺和景仁對酒見寄三首 上侍中,,,君貺;景仁,,,景;和
醴陵道上飲別故人被酒困坐竹輿因賦,,,,,,別
錢塘上元夜祥符寺陪咨臣郎中丈燕席,,,咨臣,,,符;燕;錢;席;元
鎖宿省中心氣大作通昔不寐得兩絕句,,,,,,宿
雷逸老以倣石鼓文見遺因呈祭酒吳公,,,逸老,石鼓,,公;吳;雷;石
題汪聖錫墳庵真如軒在玉山常山之間,,,聖錫,,汪聖錫,汪;山;常
題衢州城外包氏水閣示遠父成父二首,,,遠父;成父,,,成;包
飛烏與正老相值蓋十月初見之夢兆云,,,與正,,,蓋;初;烏;相
餘杭拉趙履常昆弟同曾甥守約遊巽亭,,,履常;守約,,趙履常,杭;趙;曾;常
魏彦成座上忽見擒至吉水賊奉呈彦成,,,彦成,,,魏;吉;成
鵲橋仙  同舍郎載酒見過，醉後作,,,,,,後
鹧鸪天 送宇文侍郎□□知汉州劝酒,,,,,,宇文
黄文若攜秦别駕侍兒像見過戲題二絕,,,文若,,,秦;黃
黄雍於西安修水之側起佚老亭以奉親,,,,,,安;雍;於;黃
丁亥冬大雪十數作鄧清曠以苦寒吟見寄,,,,,,鄧;丁
丁大監文伯得余近作讀之疾愈以詩見貽,,,文伯,,,余;丁
三月二十三日心禪餉余新麪白蜜作二首,,,,,,余;白
三衢邂逅周月船論心數日臨分賦此二首,,,,,,周
丘林諸君以春雪三絕見寄走賦長句奉酬,,,,,,丘;林
久不見潘十作詩戲之聞其別墅晚稻稍收,,,,,,潘;聞;別
九日汝明留郡中不遂同遊以詩見寄次韻,,,汝明,,,
九日陪章湖州致平援登道場山泛舟溪上,,,致平,,,章;平;山
予求守江陰未得酬昌叔憶江陰見及之作,,,及之;昌叔,,,昌;陰
二月二日曉夢會于廬陵西齋作寄陳適用,,,適用,,陳適用,陳;于
仙翁山下遇王由正用驛壁二詩之韻見意,,,詩之,仙翁,,王;翁;山
以寒來送菊本都官復示詩見督次韵謝之,,,,,,謝
何倅利見許出侍兒襲明用前韻賦詩再和,,,明用,,,許;利;何;和
何茂宏茂恭携酒見過復侑以詩次韻一首,,,茂恭;茂宏,,何茂宏,何
余所居連超然自見軒日多啜茶其上二首,,,超然,,,連;余
余牀帳爲過兵捲去答梅山弟用余韻見寄,,,,,,山;余;梅
依韵和答陳公度五邑季點道中見寄之什,,,公度,陳公,,陳;公;和;季
依韻和歐陽永叔秋懷擬孟郊體見寄二首,,,永叔,,歐陽永叔,歐陽;懷;和;秋;孟
依韻和王安之少卿六老詩仍見率成七首,,,安之;少卿,,王安之,王;成;安;和
侯尉之吉水覆按未歸三日泥雨戲成寄之,,,,,,侯;吉;成
修上人以楞嚴圓覺二經見寄書六言一偈,,,,圓覺,,嚴
偶見張天貺奉議書策後題跋感舊作絕句,,,天貺,,,張;後
僕至赤城英侍者見訪好語瀾翻喜以成詩,,,,赤城,,成
元日次韻張先子野見和七夕寄莘老之作,,,莘老;子野,,,莘;元;張;和
再和謝朱叔止機宜投贈奬及南海集之句,,,叔止,,朱叔止,和;宜;謝;朱;南
初十日黄仲明見過留飯却同至野趣飲茶,,,仲明,,,初;仲;黃
別墅芍藥盛開沈公闢有詩見嘲次韻代柬,,,公闢,,,公;盛;沈;別
到象州寓行衙太守陳容德攜酒見過二首,,,容德,,陳容德,陳;容
劉勝因自襄陽過予渚宮於其歸小詩贈別,,,,,,宮;劉;別;於
劉希顔提舉見過出示卞山居二詩次其韻,,,希顔,,,山;劉;卞
劉損齋主簿見示遊廣教和劉朔齋詩次韻,,,,朔齋,,廣;劉;和
劉行簡以自題所畫墨竹詩見示依韻酬之,,,行簡,,劉行簡,劉;簡
卜算子 自京口還錢塘道中寄述古太守,,,述古,,,錢;卜;古
吉水贊府王覲時可爲平園寫真口占小詩,,,時可,,,王;平;吉;時
同年李郎中以詩見寄仍許見過次韻和答,,,,,,許;和;李
同年龐汝弼赴宰臨賀見過敘別因成感詠,,,汝弼,,,龐;賀;成;別;宰
同楊十二緱氏寺宿草酌張正民秀才見訪,,,正民,,張正民,宿;楊;張
吳使君置酒見邀坐間雪作有詩即席和韻,,,,,,吳;席;和
周景瑜同楊伯升見過次景瑜所贈伯升韵,,,伯升,,,楊;周;景
周梅所携正仲再和借書韻見示次韻報之,,,正仲,梅所,,仲;周;和;梅
和天寧因上人韵送僧用懿住桐城金繩山,,,,,,金;山;和;寧
和子瞻自徐移湖將過宋都途中見寄五首,,,子瞻,,,徐;和;宋
和新成都知府鄧潤甫温伯內翰道中見寄,,,潤甫,,,成;和;鄧
和李潜夫同年并簡甯文淵時二君在鄱陽,,,文淵,,,和;時;李;簡
和答孫推官久病新起見過錢塘之什二首,,,,,,和;錢;孫
和蘇子瞻通判在告中聞余出郊以詩見寄,,,子瞻,,蘇子瞻,聞;余;蘇;和
和酬益州劉大著同運使薛端公見寄之什,,,,,,劉;公;薛;和
唐懿仲諸公見過小飲凌寒殘梅之下二絕,,,懿仲,,,梅;唐;凌;仲;公
四川茶馬牛寶章修揚子墨池以書索題詠,,,子墨;寶章,寶章,,池;馬;牛;章;索
因見佛印自稱二浙雲遊老比丘遂成絕句,,,,佛印,,丘;雲;成;印
夢授訪及偶昏寢不見繼以詩來次韻答之,,,夢授,,,
太保瑯琊相公見惠酒因成二絕用爲紀謝,,,,,,相;惠;謝;成;公;紀
奉使契丹道中答劉原父桑乾河見寄之作,,,原父,,劉原父,桑;劉
奉和府公新作盆山激水若泉見招十二韻,,,,,,公;山;和
奉賦德修西充大夫成都新園詠歸堂二首,,,德修,詠歸,,成;充
子偉約見過已而飲於城東但以詩來次韻,,,,,,東;於
子文見和云亦有小鬟能度曲復用韻戲贈,,,子文,子文,,能;和
孫器之奉使淮浙至江爲書見寄以詩謝之,,,器之,,孫器之,謝;孫
孫曼叔暮行汴上見鶻擊蝙蝠以去語於予,,,曼叔,,孫曼叔,孫;於
守官長道之岷南過馬務寨示知寨石殿直,,,道之,,,馬;南;石
宣和壬寅仲冬二十六日留别臨川陳泰穎,,,寅仲,,,陳;仲;和
宣甫以栟櫚茶刷見惠繼之以詩依韵奉和,,,宣甫;繼之,栟櫚,,惠;和
寄孫修撰頃嘗同舍訝予多忘有見過之意,,,,,,孫
寄贈張南卿兼答文篇之貺時南卿在鄱陽,,,南卿,,張南卿,時;張;南
寄題張縣尉敬之南昌官寺重新子真祠堂,,,敬之;子真,,,昌;張;南
將至江州中流見庾樓慨然有感作庾樓行,,,,,,
將過大乘薄晚不能到既見祖燈以寄一笑,,,,,,祖;薄;能
山中有花一種俗名花葉不相見感而賦之,,,,,,葉;山;相
平江守禱晴即應時近元夕矣寄呈五絕句,,,應時,,,應;平;元;時
廓然送僧之邵武頗敘宗族以自激勸次韻,,,之邵,,,武;邵;宗
張寺丞見訝久不致書兼惠佳篇輒用奉答,,,,,,惠;張
彥時過永和見和拙句輒復次韻以發一笑,,,彥時,,,和;時
彦文携玉友見過出示致道小詩因次其韻,,,致道,,,
得守虔州過鄉邦贈別衢州太守高賦同年,,,,,,別;高
復次韻答令德見和來詩及維摩黙然之意,,,令德,,,和
復用前韵并答魯直明略且道見招不能往,,,明略;魯直,,,魯;能
德升尚書再用前韻見示五絕 對客隱几,,,德升,,,
德升尚書再用前韻見示五絕 山寺寓居,,,德升,,,山
德升尚書再用前韻見示五絕 東齋夜坐,,,德升,東齋,,東
德升尚書再用前韻見示五絕 窗下獨酌,,,德升,,,
恭州報恩長老宣公以四偈見別用韻爲謝,,,,,,公;謝;別
慶元改元浦城桑田大稔余按視次告父老,,,,,,浦;余;田;桑;元
接伴北使至樂壽寄高陽安撫吳仲庶待制,,,仲庶,,吳仲庶,壽;仲;安;高;吳;樂
提宫工部兄攜家見過輙成律詩二首上呈,,,,,,家;成
改秩注縣西歸過上饒見太守同年莫郎中,,,,,,饒;莫
教授顔端行出示所和老杜曲江章因次韵,,,端行,,,章;和;杜
文叔入城夜半同斯遠見過蚤作聞而賦之,,,斯遠;文叔,,,聞
新開湖送孫誠之有龍見于東北因成絕句,,,誠之,,,東;于;成;龍;孫
无咎兄郡齋燕集有詩末章見及敬次元韵,,,无咎,,,燕;章;元;咎
暑中楊伯虎見訪翌日有詩来因走筆次韻,,,伯虎,,,楊
有方叔材用余和薛雲屋歌見貽次韻奉酬,,,叔材,方叔;雲屋,,薛;余;方;和;雲
木兰花慢 赵鹤心问余近况，书以寄之,,,,,,余
杏村聞其友謝昌元及二趙一家俱入翰苑,,,,,,家;聞;昌;謝;趙;元
杜欽之次淵明答龐參軍韻見送用韻答之,,,欽之;次淵,,,龐;杜
林子長見訪泊舟姑蘇臺下有詩因次其韻,,,子長,,,蘇;林
楊仲子携詩見過次韻酬贈并呈誠齋二首,,,仲子,誠齋,,楊;仲
楊文發自長沙相别忽來權邑惠詩次其韻,,,,,,相;惠;沙;楊;權
楊日新用所賦月壺韻作詩見寄依韻復之,,,日新;復之,,,楊
楞伽端介然見訪余以病未及謝先此寄之,,,介然,,,謝;余
次省齋韻覓友梅索笑集不蒙見惠再借韻,,,,省齋,,惠;索;蒙;梅
次韵奉酬丁少詹見過同遊仙巖遇雨而別,,,少詹,,丁少詹,詹;別;丁
次韵少游學士送龔深之往金陵見王荆公,,,少游;深之,,龔深之,游;龔;王;金;公
次韵柳子玉謫官壽春舟過宛丘見寄二首,,,子玉,,柳子玉,丘;柳;壽
次韻仲平陳郎中孤山見梅用黄法曹舊韻,,,仲平,,,陳;梅;仲;平;山;曹;黃
次韻和劉貢父登黃樓見寄並寄子由二首,,,子由;貢父,,劉貢父,黃;劉;和
次韻和永叔退朝馬上見寄兼呈子華原甫,,,子華;永叔,,,馬;和
次韻學士重陽雪中見招不赴前後十六首,,,,,,後
次韻瀘帥范郎中再和所送李季允韻見寄,,,季允,,李季允,和;范;李;季
次韻答任德夫夾灘見貺長句并呈崔彦聖,,,德夫,,,任;崔
正月末再來渡石橋見桃花盛開有感而賦,,,石橋,,,盛;石
歸自臨川途中感物遇事得八絕句寄秀美,,,秀美,,,
永興端明王左丞寄示見訓長句因爲後答,,,,,,王;後;左
永豐監稅黄思義寫予真于大椿之下戲題,,,,,,豐;于;黃
汪給事守鄂渚元宵代江夏宰吳熙仲獻燈,,,熙仲,,,汪;夏;仲;鄂;吳;元;宰
汪覃秀才久留山中，以詩見寄，次其韻,,,,,,汪;山
沅陵見招賞海棠病不能往輒爾言謝三首,,,,,,能;謝
浣溪沙 贈陳海州。陳嘗為眉令。有聲,,,有聲,浣溪,,陳;沙
淋疾復作醫云忌文字勞心曉起自警二首,,,,,,勞
減字木蘭花 送東武令趙昶失官歸海州,,,,,,東;歸海;武;蘭;趙
游江寧天慶觀久視軒見梅已落有寄常父,,,常父,,,梅;游;寧;常
漳州白蓮僧宗要見遺紙扇每扇各書一首,,,,,,宗;白
潘宰見余三生圖詩廣一篇見示再賦謝之,,,,,,廣;余;謝;潘;宰
無盡居士以峡州天寧見邀作此辭免六首,,,無盡,無盡,,寧
熹伏蒙休齋先生惠詩見留謹次高韻二首,,,,休齋,,惠;蒙;伏;高
獨居會稽官舍送僧遊龜溪因記寄聲弊廬,,,,,,
王元才甥見過其弟元濟甥繼來有詩次韻,,,,,,王;元
瑞金縣西池雙蓮汪簿有詩見寄因以和之,,,以和,西池,,池;雙;汪;和;金
皇祐四年春重到浦城縣南峰寺因懷舊遊,,,,南峰,,懷;浦;南
知宗游東湖用貢院納凉韻見寄次韻奉酬,,,知宗,東湖,,東;游;宗
知邵武縣禱雨大有感應任滿作詩紀其事,,,,,,武;邵;滿;應;任;紀
秀才歐世英惠然見訪於其還也聊以贈之,,,世英,,,惠;於
程公闢給事罷會稽道過錢塘因以詩見贈,,,公闢,,程公闢,公;程;錢
答韓三子華韓五持國韓六玉汝見贈述詩,,,持國;玉汝;子華,,,韓
答鮮于晉伯再用游卧龍山詩韻見贈之什,,,于晉,,,鮮于;游;于;龍;山
維揚見陳孝先制機辱授館因呈小詩見意,,,孝先,,,陳
翁士特見示山字韻詩兩篇復次前韻寄之,,,士特,,翁士特,翁;山
翁靈舒客臨川因經從訪之不遇聞過村居,,,靈舒,,翁靈舒,翁;聞;從;舒
老僧携筇竹杖來試就求之欣然舉以見贈,,,,,,
聶著作三舅謫官長沙作耐辱亭書來索詩,,,,,,索;聶;沙
臨川康樂亭碾茶觀女優撥琵琶坐客索詩,,,,,,康;樂;索
自船莊過化城留宿翌旦炷香宣石橋卯塔,,,石橋,,,宿;莊;石
至後承元煇見和復次韻書病中近况十首,,,,,,元;和;後
與趙、陳同過歐陽叔弼新治小齋，戲作,,,叔弼,,歐陽叔弼,陳;趙;歐陽
舟中懷鄱陽趙倅及諸同官用九日登高韵,,,,,,趙;懷;高
花心动 偶居杭州七宝山国清寺冬夜作,,,,,,杭;山
著書罷思南還復會客自番禺來因賦此詩,,,,,,南
蔡州葉翰林寄示近詩次韻八首 諸葛莱,,,,,,葛;蔡;諸葛;葉;林
衛卿弟賦詩見貽和答一首時有從軍之興,,,衛卿,,,衛;和;時;從
表兄王俊夫客當塗以古詩見寄賦此奉謝,,,俊夫,,王俊夫,王;謝;古
見梁檢法書懷八絕句于廣文尉曹處次韻,,,,,,廣;于;懷;梁;曹
許崧老見和月林堂夜坐詩復次前韻寄之,,,崧老,,許崧老,許;和;林
許昌公宇書懷呈歐陽永叔韓子華王介甫,,,子華;介甫;永叔,介甫,韓子華;歐陽永叔;王介甫,歐陽;懷;王;許;昌;公;韓
試院唱酬十一首 次韵呂君豐城寶氣亭,,,,,,豐;呂
詹守攜酒見過，用前韻作詩，聊復和之,,,和之,,,詹;和
諸公復以喜雨詩來勉强再賦一篇見鄙意,,,,,,公
謁真直院楊花滿路口占一絕見直院誦之,,,,,,楊;路;滿
謝浩然以夢告且賦詩見贈次韻復之二首,,,浩然;復之,,,謝
謝黄子耕惠紙被時在錢塘乍冷無衾窘甚,,,子耕,,,惠;錢;時;謝;冷;黃
讀子進浙行詩軸中有二詩見寄次韻報之,,,子進,,,
贈宗室順國軍節度使開府儀同三司仲公,,,宗室,,,公;仲;宗
贈蜀中相士范思齊往全州見萬先之教授,,,思齊;先之,,萬先之,相;范;全;齊
趙主簿護貢篚至吳下有詩見示用詩爲謝,,,,,,謝;趙;吳
辨才法師嘗以詩見寄繼聞示寂追次其韵,,,,,,聞
迂齋往葛水道中蚤起有詩見寄次韻答之,,,,迂齋,,葛
送廬陵王月窗秀才之武昌謁秋壑賈侍郎,,,才之,秋壑,,武;王;昌;賈;秋
送廬陵胡季昭夢昱以上濟邸封事貶象州,,,季昭,,胡季昭,胡;封;季
送林大年寺丞宰蒙城先歸餘杭逋之姪孫,,,大年,,,杭;蒙;孫;宰;林
送男存心如燕二月二十五日夜走筆古體,,,,存心,,燕;古
送祖龍學赴陝府酌飲贈別次歐陽永叔韻,,,永叔,,歐陽永叔,祖;歐陽;別;龍
送陳華文出守當塗同僚餞別分韻得立字,,,,,,陳;別
進之雪中見過明日歸湘潭再用前韵二首,,,進之,,,
遊洞霄得鄉友道士鄧君德清話因成古語,,,君德,,,鄧;成;古
過訪詩妓謝金蓮見庭中紅梨花盛開因賦,,,,,,金;謝;盛;紅
道人彭永年來番禺過訪相約歸日遊閣皂,,,永年;道人,,,彭;相
適見諸公詠梅之什因用其韻率作者同賦,,,,,,公;梅
邵子非謂予有天台之行見貽以詩次其韻,,,,,,台;邵
郭之美忽過云往河北謁歐陽永叔沈子山,,,子山;永叔,,沈子山;歐陽永叔,郭;山;歐陽;沈
鄭安道終歲相聚臨別以詩見貽次韻爲謝,,,安道,,,終;相;謝;鄭;安;別
鄭少融尚書初除端殿以書見及賦詩爲賀,,,少融,,鄭少融,鄭;初;賀;融
金壇燈市甚盛介卿見招不能往以詩謝之,,,介卿,,,金;謝;盛;能
錢塘清照律師芝草出其父墓上爲作此詩,,,,,,錢
長沙試殿聞傅彦濟永州考試還先寄此詩,,,,,,傅;聞;沙
陪李使君登庾樓是日雲霧不見淮山二首,,,,,,雲;山;李
陳晉江以壬戌四月上澣宴同僚于二公亭,,,,,,陳;公;于
雙池通老以笋見遺發之皆腐矣作頌戲之,,,通老;發之,,,池;雙
雜言送王無咎及第後授江都尉先歸建昌,,,無咎,,,王;昌;後;咎
雪後同徐秘丞皇甫節推孔教授北園晚步,,,,,,步;徐;皇甫;孔;後
雲居勤老以書見邀不果往戲作此頌寄之,,,,,,雲
項里溪上見珍禽曰溪鵲相隨數十步不去,,,,,,步;相;項
題徐子禮自覺齋時子禮爲江陰抱麾之行,,,子禮,覺齋,徐子禮,陰;徐;時
題李雲叟畫軸兼寄江安楊簡卿明府二絕,,,雲叟;簡卿,,李雲叟,李;楊;簡;雲;安
餘干資福寺巖桂盛開因折一枝戲成絕句,,,,,,桂;盛;干;成
高郵張生出所得詩畫一軸求余作詩因書,,,,,,余;張;高
麻姑山詩 三清殿西廡見穆質題名石刻,,,,,,山;麻;穆;石
黄子餘自海昏見予於九江欲行爲賦此詩,,,子餘,,,於;黃
黄泰之郎中以潮陽詩見貽次韻一篇奉酬,,,泰之,,,黃
齊山石壁間見林擇之題字緬懷其人賦此,,,擇之,石壁,林擇之,石;懷;山;齊;林
龔漕見示遊山唱和詩卷用其首章和二篇,,,,,,章;龔;和;山
七夕呈坐間諸友時留平江宿和靖書院次日,,,,,,宿;平;和;時
上巳賜宴瓊林與二府諸公遊水心憩於西軒,,,水心,西軒;水心,,公;於;林
中秋不見月次韻元衡十四夜江干步月五言,,,,,,衡;步;干;秋;元
中秋夜楊時可與狄端叔載酒見過月下聯句,,,叔載;時可,,楊時可,狄;楊;時;秋
中都邂逅新崇德宰范純之爲同館著語贈別,,,純之,,范純之,別;范;宰
九日姑蘇臺酬盧蒲江趙靜齋錢竹岩諸名勝,,,,靜齋;蒲江,,盧;蒲;錢;蘇;趙
二月中旬慮問過景靈宮門始見花卉呈君倚,,,君倚,,,宮;景
二月六日初見待漏房前柳色微綠欣然成詠,,,,,,房;初;成;柳
二月十七日同子友過宇文氏莊觀海棠二絕,,,子友,,,宇文;莊
以淮白南京山藥爲子真太夫人壽即用前韻,,,子真,,,山;壽;南;白
仲靈禪師以詩見邀輒走筆依韵附還使奉和,,,仲靈,,,仲;和
侍郎見貽佳什愈見高懷因次來章輒歌盛美,,,,,,懷;章;盛;高
依韵奉和司徒侍中中秋筵散雨餘微見月色,,,,,,司徒;和;秋
依韵奉和經略司徒侍中過湫馬上始見終南,,,,,,馬;終;和;司徒;南
依韻和王安之少卿見戲安之非是棄堯夫吟,,,安之;少卿;堯夫,,王安之,王;安;和
依韻奉和見貽之什且以答來章而歌盛美也,,,,,,章;盛;和
元子發龍圖以程公詠三園詩見示亦成一篇,,,成一;子發,,,程;成;龍;公;元
八月十四日送葉子謙自會稽遊江觀湖歸閩,,,子謙,,,葉
再見王進之於潭王即有岳鄂之行贈之四首,,,進之,,,王;鄂;岳;於
劉希顔持節按縣招維心舟中小酌次維心韻,,,希顔,,,劉
劉簿之婿游以詩來見且持昌甫書和韵答之,,,,,,昌;游;劉;和
劉茂實赴省袖澹庵舊贈見過索送行詩用韻,,,茂實,澹庵,,劉;索
區著作湘潭舊隠有二亭焉求詩以歸水心亭,,,水心,水心,,
十月十二日到慈雲見去歲與齡叟詩因次韻,,,,,,雲
原明官閒以余兼職良苦作詩見勞次韻二首,,,原明,,,余;勞
去冬過新喻得前四句因見全真行足以成篇,,,全真,,,成;喻;全
去杭州十五年，復遊西湖，用歐陽察判韻,,,,,,杭;歐陽
叔文見過且携趙祖文歸來圖來爲賦四十字,,,叔文,,,祖;趙
同事閤使見問奚國山水何如江鄉以詩答之,,,,,,何;山;奚
同安撫趙子直餞朱晦菴於懷安二首得重字,,,子直,,,於;懷;朱;安;趙
同川無竭觀旃檀林東窗見婺州港定此爲句,,,,,,東;林
同次道元日宿尚書省聽戒誓寄常州卲不疑,,,次道;不疑,,,宿;元;常
同王秘校和同年五使君韻餞送嚴文守江陰,,,嚴文,,,王;陰;和;嚴
周府判送錦鷄陳廣文古風見示次韻二十句,,,,,,陳;廣;周;古
周濤權宰大冶，以湖光亭詩見寄，因和之,,,和之,,,權;周;和;宰
和元方用韻見寄次韻奉謝兼呈元東詩二首,,,,,,東;方;和;謝;元
和吳侍郎相從經歲忽有陝許之別見貺長句,,,,,,相;和;許;從;吳;別
和吳準齋所賡劉石澗詠湖山之樂因見示韻,,,,準齋,,和;石;劉;吳;山;樂
和天休龍圖經句署懷舊憶道卿舍人并見寄,,,天休;道卿,,,懷;和;龍
和子瞻沿牒京口憶西湖寒食出遊見寄二首,,,子瞻,,,和
和山谷上東坡古風二首見一朝士今取一篇,,,,山谷,,東;和;谷;山;古
和程使君勞農仙雲山拜揚子雲像蔣丞相墳,,,子雲,,,勞;蔣;相;農;和;程;雲;山
和范御史見鸕鶿與鷺鷥爲羣因感黑得魚多,,,,,,和;魚;范
夢中作後兩句前句覺後足成皆夢中所見也,,,,,,成;後
奉寄子耕簿公尊兄兼呈德化令君丞公二首,,,子耕,,,公
姜春坊以詩編見貽借題雪堂圖韻作詩爲謝,,,,雪堂,,謝;姜
子暢尉曹用贈沅陵韻作詩見示亦用韻奉酬,,,子暢,,,曹
子虛航重湖之險遠過山中輒次維心韻以謝,,,子虛,,,謝;山
子進游懷玉山度必有詩未辱寄來作詩索之,,,子進,,,懷;山;索;游
季共以隆師四馬見示後三日作長句以歸之,,,,,,馬;季;後
孫賁知衢州去疑冢以其所得雙石作堂乞詩,,,,,,賁;雙;孫;石
宇文紹恭所藏其父德聞手書其祖家訓一卷,,,德聞,,,家;宇文;祖;聞
安福宗子師共兄弟五人作慈順堂養母求詩,,,子師,,,安;宗;養
安道改授休寧尹令郎仲坦祁門尹再成小詩,,,安道,,,祁;仲;成;寧;安
宋永兄見和春懷再賦仍約秉彝兄尋春西郊,,,秉彝,西郊,,懷;和;宋
寄題長溪楊耻齋梅樓樓乃其先世讀書之所,,,,耻齋,,楊;梅
寄鹽城舍弟得書言歲大稔兼求作夫子廟記,,,書言,,,
密州宋國博以詩見紀在郡雜詠，次韻答之,,,,,,紀;宋
就南排岸謁宋成伯不值而還蒙詩見贈次韵,,,成伯,,,蒙;成;宋;南
崑山初秋觀稼回縣署與同寮及示姑蘇幕府,,,,,,初;山;蘇;秋
左經臣觀潮閣見招有祇把清風占得公之句,,,經臣;公之,,左經臣,公;左
己亥十月送成父弟絜兩戶幼累歸玉山五首,,,成父,,,山;成
己卯元日持檄樂清界上望鴈蕩集句寄寧師,,,,,,元;樂;寧
己卯冬至儋人雋具見飲既罷有懷惠許兄弟,,,,,,惠;許;懷
師伯渾至青神約訪而潜歸以詩相別因戲之,,,伯渾,,師伯渾,別;相
度支蘇員外耆以再續翰林志見遺輒成酬贈,,,,,,支;蘇;成;林
康師見訪於竹閣因師臣師同賦問訊元老人,,,,,,康;元;於
廣倅蕭大夫借前韻見贈，復和答之，二首,,,,,,廣;蕭;和
廬陵曾氏臨江作亭以舍過客因同舍来求詩,,,,,,曾
